ID,Type,Name,Description,Page,Section
DFF13765-618F-480E-B380-A0EF6F374B1F,Input/Output,MOP data,Data provided for the identified measurement needs.,275,Appendix E
6F499B1D-2543-479F-9393-DFE9898C7C90,Input/Output,MOE needs,"Identification of the MOEs (Roedler and Jones, 2006), which define the information needs of the decision makers with respect to system effectiveness to meet operational expectations.",275,Appendix E
461A6C5F-D061-4131-A613-0F3936E9DDF0,Input/Output,MOE data,Data provided for the identified measurement needs.,275,Appendix E
6DF573E4-A058-4F0B-9FD0-149D0AC5EC28,Input/Output,Measurement strategy,"Approaches, schedules, resources, and specific considerations required to perform measurement for a project. Addresses the strategy for performing measurement: describing measurement goals, identifying information needs and applicable measures, and defining performance and evaluation methodologies.",275,Appendix E
D16F60FE-E645-48A9-9A4E-D81D3B4168CB,Input/Output,Measurement repository,"A repository that supports the availability for use and communication of all relevant measures in a timely, complete, valid, and, if required, confidential manner.",275,Appendix E
8DC08D9A-0CA9-4EB6-9D61-308068302930,Input/Output,Measurement report,"An account prepared for interested parties in order to communicate the status, results, and outcomes of the measurement activities. Includes documentation of the measurement activity results, the measurement data that was collected and analyzed and results that were communicated, and any improvements or corrective actions driven by the measures with their supporting data.",275,Appendix E
B20E2FAB-46AA-4C02-8F00-C4331867BF11,Input/Output,Measurement record,"Permanent, readable form of data, information, or knowledge related to measurement.",274,Appendix E
BC59D055-8424-412C-BF0F-AEC99EA75225,Input/Output,Measurement needs,"Measurement needs from all applicable life cycle processes, including MOE needs, MOP needs, TPM needs, project performance measures needs, and organizational process performance measures needs.",274,Appendix E
5C74C083-9099-4CBE-9D66-16ACE429D3E7,Input/Output,Measurement data,"Measurement data from all applicable life cycle processes, including measure of effectiveness (MOE) data, measure of performance (MOP) data, technical performance measures (TPM) data, project performance measures data, and organizational process performance measures data.",274,Appendix E
4E31713D-8E11-40F6-8F92-3F3125F05B7D,Process,Project Assessment and Control,"The purpose of the Project Assessment and Control process is to assess if the plans are aligned and feasible; determine the status of the project, technical and process performance; and direct execution to ensure that the performance is according to plans and schedules, within projected budgets, to satisfy technical objectives.",108,5.2
EFD4EDA0-0429-4B98-83CF-41B95D2F2AD9,Activity,Manage the business or mission analysis,"– Establish and maintain traceability of analysis results, such as requirements and preliminary life cycle concepts.
– Provide baseline information for configuration management.",50,4.1
A87B4836-A453-48EC-B10C-BE634556B011,Input/Output,Major stakeholder identification,List of legitimate external and internal stakeholders with an interest in the solution. Major stakeholders are also derived from analysis of the ConOps.,274,Appendix E
EB62B9CC-33C5-4C84-81F0-FCD7267F69AF,Input/Output,Maintenance strategy,"Approaches, schedules, resources, and specific considerations required to perform corrective and preventive maintenance in conformance with operational availability requirements.",274,Appendix E
0EC12C2F-A8BC-435E-8868-BD21D454265E,Input/Output,Maintenance report,"An account prepared for interested parties in order to communicate the status, results, and outcomes of the maintenance activities.",274,Appendix E
050006B2-828D-4219-9797-7A420ABB9A5C,Input/Output,Maintenance record,"Permanent, readable form of data, information, or knowledge related to maintenance.",274,Appendix E
5DE4BEC9-AD76-4E01-955E-5E52DC2019B1,Input/Output,Maintenance procedure,"A maintenance procedure that includes a set of maintenance actions, using specific maintenance techniques, performed with specific maintenance enablers.",274,Appendix E
F85673C5-1DF8-4411-8E93-9A4379E25AB4,Input/Output,Maintenance enabling system requirements,Requirements for any systems needed to enable operation of the system of interest.,274,Appendix E
CBC215CE-FB01-49AD-9C38-7893CF2FD1F9,Input/Output,Maintenance constraints,"Any constraints on the system arising from the maintenance strategy including cost, schedule, and technical constraints.",274,Appendix E
C64CA407-C064-4C60-A69D-57E7A944DFB7,Process,Decision Management,"The purpose of the Decision Management process is to provide a structured, analytical framework for objectively identifying, characterizing and evaluating a set of alternatives for a decision at any point in the life cycle and select the most beneficial course of action.",110,5.3
050B87CA-8E06-4BAC-9F04-CD5BB226D637,Input/Output,Life cycle models,Life cycle model or models appropriate for the project. Includes definition of the business and other decision‐making criteria regarding entering and exiting each life cycle stage. The information and artifacts are collected and made available to be used and reused.,274,Appendix E
BEED1230-F186-4917-814D-55D32CD57B5E,Input/Output,Life cycle model management report,"An account prepared for interested parties in order to communicate the status, results, and outcomes of the life cycle model management activities.",274,Appendix E
AF36AB38-7EC5-4D5A-B351-3D3F20E9CDA0,Input/Output,Life cycle model management record,"Permanent, readable form of data, information, or knowledge related to life cycle model management.",274,Appendix E
E12912CC-6B50-4C47-9D86-7BD1DE9B6B44,Input/Output,Life cycle model management plan,"Approaches, schedules, resources, and specific considerations required to define a set of organizational life cycle models. Includes identification of new needs and the evaluation of competitiveness from the perspective of the organization strategy. Includes criteria for assessments and approvals/ disapprovals.",274,Appendix E
A0FDFFD8-BBCE-43DA-98FE-E5BA398554F2,Process,Risk Management,"The purpose of the Risk Management process is to identify, analyze, treat and monitor the risks continually.",114,5.4
9A8C5938-D9E2-416F-B262-0101C99D9A7E,Input/Output,Life cycle concepts,"Articulation and refinement of the various life cycle concepts consistent with the business needs in the form of life cycle concept documents on which the system of interest is based, assessed, and selected. The architecture is based on these concepts, and they are essential in providing context for proper interpretation of the system requirements. Typical concepts include: r Acquisition concept r Deployment concept r Operational concept (OpsCon) r Support concept r Retirement concept.",274,Appendix E
6B9381EB-7F15-4605-89DA-1A7ED11BF792,Enabler,Knowledge management system,Maintained knowledge management system. Project suitability assessment results for application of existing knowledge. Lessons learned from execution of the organizational SE processes on projects. Should include mechanisms to easily identify and access the assets and to determine the level of applicability for the project considering its use. Can be used by any life cycle process.,273,Appendix E
38D04D71-F101-4300-BBFA-066E709D6F83,Input/Output,Knowledge management report,"An account prepared for interested parties in order to communicate the status, results, and outcomes of the knowledge management activities.",273,Appendix E
748804B4-55D0-48B4-BCAE-B560E8BE750D,Input/Output,Knowledge management plan,"Establishes how the organization and projects within the organization will interact to ensure the right level of knowledge is captured to provide useful knowledge assets. Includes a list of applicable domains; plans for obtaining and maintaining knowledge assets for their useful life; characterization of the types of assets to be collected and maintained along with a scheme to classify them for the convenience of users; criteria for accepting, qualifying, and retiring knowledge assets; procedures for controlling changes to the knowledge assets; and definition of a mechanism for knowledge asset storage and retrieval.",273,Appendix E
A746F478-8DB4-49C5-B26B-BD0439003067,Process,Configuration Management,The purpose of the Configuration Management process is to manage and control system elements and configurations over the life cycle. CM also manages consistency between a product and its associated configuration definition.,122,5.5
56A6952A-0D1A-406B-8F97-3EA99224BFBA,Input/Output,Interface definition update identification,"Identification of updates to interface requirements and definitions, if any.",273,Appendix E
F9511423-E086-4CE7-BF8F-BA0BADCDD2E0,Input/Output,Interface definition,The logical and physical aspects of internal interfaces (between the system elements composing the system) and external interfaces (between the system elements and the elements outside the system of interest).,273,Appendix E
759FB948-0B33-44C7-85B8-1B4A393854C9,Input/Output,Integration strategy,"Approaches, schedules, resources, and specific considerations required to integrate the system elements.",273,Appendix E
551100DF-225C-454E-B4B2-5F916FB1148A,Input/Output,Integration report,"An account prepared for interested parties in order to communicate the status, results, and outcomes of the integration activities. Includes documentation of the integration testing and analysis results, areas of nonconformance, and validated internal interfaces.",273,Appendix E
BDAB7C3F-7DC0-4536-ADDD-0B91315CF965,Input/Output,Integration record,"Permanent, readable form of data, information, or knowledge related to integration.",273,Appendix E
B9178277-6E69-4663-82DF-1B2CAC1B71DA,Input/Output,Integration procedure,"An assembly procedure that groups a set of elementary assembly actions to build an aggregate of implemented system elements, using specific integration techniques, performed with specific integration enablers.",273,Appendix E
B9BD6A95-73AE-4C07-BC88-1697C8261F05,Input/Output,Integration enabling system requirements,Requirements for any systems needed to enable integration of the system of interest.,273,Appendix E
BFF378B8-1361-4FAC-8E86-0DC6F4CEA889,Input/Output,Integration constraints,"Any constraint on the system arising from the integration strategy including cost, schedule, and technical constraints.",273,Appendix E
7620258E-8D87-4C85-96EB-677A523DC8FE,Process,Information Management,"The purpose of the Information Management process is to generate, obtain, confirm, transform, retain, retrieve, disseminate and dispose of information, to designated stakeholders. Information management plans, executes, and controls the provision of information to designated stakeholders that is unambiguous, complete, verifiable, consistent, modifiable, traceable, and presentable. Information includes technical, project, organizational, agreement, and user information. Information is often derived from data records of the organization, system, process, or project.",128,5.6
A2560959-93AC-4D93-96F0-295FB2CC4736,Input/Output,Integrated system or system element,Integrated system element or system ready for verification. The resulting aggregation of assembled system elements.,273,Appendix E
48DB83F9-44D0-43F2-B01B-BA581D4B5A46,Input/Output,Installed system,Installed system ready for validation.,273,Appendix E
5B25C2B9-2063-468C-A2BE-415A93D8FC2A,Input/Output,Installation procedure,"An installation procedure that includes a set of installation actions, using specific installation techniques, performed with specific transition enablers.",273,Appendix E
9765A51F-43FA-4CFB-885D-A5EE330F64E6,Input/Output,Initial RVTM,"A preliminary list of requirements, their verification attributes, and their traces .",273,Appendix E
8AD59DF7-CBE6-4B51-A402-6DFE83A750D1,Input/Output,Infrastructure management report,"An account prepared for interested parties in order to communicate the status, results, and outcomes of the infrastructure management activities. Includes cost, usage, downtime/ response measures, etc. These can be used to support capacity planning for upcoming projects.",273,Appendix E
1BFC0C2B-5B37-4816-8428-C3B3EF316755,Input/Output,Infrastructure management record,"Permanent, readable form of data, information, or knowledge related to infrastructure management.",272,Appendix E
DD3FABA6-A894-404B-A4E6-D0323B064251,Input/Output,Infrastructure management plan,"Approaches, schedules, resources, and specific considerations required to define and sustain the organizational and project infrastructures.",272,Appendix E
C94BF6DA-3A49-4969-BDEF-B085C27EB4AD,Process,Measurement,"The purpose of the Measurement process is to collect, analyze, and report objective data and information to support effective management and demonstrate the quality of the products, services, and processes.",130,5.7
6B2B0C50-D734-4E5A-8FB7-2DDFA3ED380D,Input/Output,Information repository,"A repository that supports the availability for use and communication of all relevant project information artifacts in a timely, complete, valid, and, if required, restricted manner.",272,Appendix E
90086835-9304-4511-A2F3-EE6DE3AB7748,Input/Output,Information management strategy,"Approaches, schedules, resources, and specific considerations required to perform information management for a project.",272,Appendix E
32AFBDB4-6087-4899-886B-DE079FFF9BE1,Input/Output,Information management report,"An account prepared for interested parties in order to communicate the status, results, and outcomes of the information management activities.",272,Appendix E
F78D1457-2B38-468D-A18C-EFF107E27F7E,Input/Output,Information management record,"Permanent, readable form of data, information, or knowledge related to information management.",272,Appendix E
A95BDB03-DED7-4D67-9066-0D58341FDF15,Process,Quality Assurance,The purpose of the Quality Assurance process is to help ensure the effective application of the organization's Quality Management process to the project.,135,5.8
6475427E-999D-4A6F-9D81-45A70B6009E3,Input/Output,Implementation traceability,Bidirectional traceability of the system elements.,272,Appendix E
16C90A67-0F6C-4E38-9BAC-C8FA6134AB87,Input/Output,Implementation strategy,"Approaches, schedules, resources, and specific considerations required to realize system elements to satisfy system requirements, architecture, and design.",272,Appendix E
CC281360-A82A-40C1-AB6A-C5874AC5176B,Input/Output,Implementation report,"An account prepared for interested parties in order to communicate the status, results, and outcomes of the implementation activities.",272,Appendix E
ED8A99B9-FA5F-4F5D-B6FD-8CA94D651383,Input/Output,Implementation record,"Permanent, readable form of data, information, or knowledge related to implementation.",272,Appendix E
0E6FCE1F-DF47-4484-BF72-7C4055C887A5,Input/Output,Implementation enabling system requirements,Requirements for any systems needed to enable implementation of the system of interest.,272,Appendix E
0057D16B-F1FF-4E47-A953-6D99979F57D6,Input/Output,Implementation constraints,"Any constraints on the system arising from the implementation strategy including cost, schedule, and technical constraints.",272,Appendix E
3F0917A5-5161-47B5-BFB9-2A83EF144EC9,Process,Acquisition,The purpose of the Acquisition process is to obtain a product or service in accordance with the acquirer’s requirements.,140,6.1
0B461315-5D14-4315-B79C-FB34369513E5,Input/Output,Human resource management report,"An account prepared for interested parties in order to communicate the status, results, and outcomes of the human resource management activities.",272,Appendix E
CEB27B42-24D6-4EA9-8C96-9B5F1E68CC14,Input/Output,Human resource management record,"Permanent, readable form of data, information, or knowledge related to human resource management.",272,Appendix E
1ED55697-6303-498E-9EA8-09B4D81FAC91,Input/Output,Human resource management plan,"Approaches, schedules, resources, and specific considerations required to identify the skill needs of the organization and projects. Includes the organizational training plan needed to develop internal personnel and the acquisition of external personnel.",272,Appendix E
F83784F1-D41E-468F-B0D4-4BF214EB03D8,Process,Supply,The purpose of the Supply process is to provide an acquirer with a product or service that meets agreed requirements.,142,6.2
64140A56-0C4E-4A13-8C0D-0D8D67E33884,Input/Output,Final Requirements Verification and Traceability Matrix (RVTM),"Final list of requirements, their verification attributes, and their traces. Includes any proposed changes to the system requirements due to the verification actions.",272,Appendix E
95682FF1-49CA-44B4-B181-740DAFCD1BFC,Process,Life Cycle Model Management,"The purpose of the Life Cycle Model Management process is to define, maintain, and assure availability of policies, life cycle processes, life cycle models, and procedures for use by the organization with respect to the scope of [ISO/IEC/IEEE 15288].",145,7.1
A1CDF083-3A60-4785-9A0F-5CB86D13C54D,Activity,Evaluate alternative solution classes,"– Evaluate the set of alternative solution classes and select the preferred class(es). Appropriate modeling, simulation, and analytical techniques help determine the feasibility and value of the alternative candidate solutions.
– Ensure that the preferred alternative solution class(es) has been validated in the context of the proposed business or mission strategy. Feedback on feasibility, market factors, and alternatives is also provided for use in completing the organization strategy and further actions.",50,4.1
411029D0-429F-4043-A183-FF3AE267E79D,Input/Output,Enabling system requirements,"Enabling system requirements from all applicable life cycle processes, including implementation enabling system requirements, integration enabling system requirements, verification enabling system requirements, transition enabling system requirements, validation enabling system requirements, operation enabling system requirements, maintenance enabling system requirements, and disposal enabling system requirements.",272,Appendix E
7ADF157E-D6F6-40CC-B2AE-A7E83AC33244,Input/Output,Documentation tree,Defines the hierarchical representation of the set of system definition products for the system under development. Based on the evolving system architecture.,272,Appendix E
75193DE5-9581-4389-ADA8-FAE4A4CDA1A9,Input/Output,Disposed system,"Disposed system that has been deactivated, disassembled, and removed from operations.",272,Appendix E
CB89E62B-DE8B-4977-95F3-858BC73637E5,Input/Output,Disposal strategy,"Approaches, schedules, resources, and specific considerations required to ensure the system or system elements are deactivated, disassembled, and removed from operations.",271,Appendix E
0B035F40-5FFD-4798-8A58-B299825DD669,Input/Output,Disposal report,"An account prepared for interested parties in order to communicate the status, results, and outcomes of the disposal activities. May include an inventory of system elements for reuse/storage and any documentation or reporting required by regulation or organization standards.",271,Appendix E
D405E4D4-DD0B-4331-B11D-2D1A520FDBBE,Input/Output,Disposal record,"Permanent, readable form of data, information, or knowledge related to disposal.",271,Appendix E
4E73DB80-E6C8-4C48-9B70-7C417C0B1CB6,Input/Output,Disposal procedure,"A disposal procedure that includes a set of disposal actions, using specific disposal techniques, performed with specific disposal enablers.",271,Appendix E
B65EFF5C-E53E-4D04-98B5-5979A8CB760A,Input/Output,Disposal enabling system requirements,Requirements for any systems needed to enable disposal of the system of interest.,271,Appendix E
9F47A2B0-EB79-429A-855E-C09C8B017C1D,Input/Output,Disposal constraints,"Any constraints on the system arising from the disposal strategy including cost, schedule, and technical constraints.",271,Appendix E
BA387D67-E1DE-49E2-AF15-FCE3D803DC59,Process,Infrastructure Management,The purpose of the Infrastructure Management process is to provide the infrastructure and services to projects to support organization and project objectives throughout the life cycle.,149,7.2
72147156-3319-4BBF-96C9-A0D7397DE961,Input/Output,Design traceability,"Bidirectional traceability of the design characteristics, the design enablers, and the system element requirements.",271,Appendix E
A34B9AC0-5987-46A1-A20B-5EFCB05EF442,Input/Output,Design definition strategy,"Approaches, schedules, resources, and specific considerations required to define the system design that is consistent with the selected system architecture and satisfies the requirements.",271,Appendix E
30EE655E-3532-4D29-8AF1-C85F0C5837E5,Input/Output,Design definition record,"Permanent, readable form of data, information, or knowledge related to design definition.",271,Appendix E
2C340B05-8906-4242-8D1F-C135505E9F84,Process,Portfolio Management,"The purpose of the Portfolio Management process is to initiate and sustain necessary, sufficient and suitable projects in order to meet the strategic objectives of the organization.",151,7.3
7C93426A-6F72-4123-A596-B2CD2DA0DF1F,Activity,Define the problem or opportunity space,"– Review identified gaps in the organization strategy with respect to desired organization goals or objectives.
– Analyze the gaps across the trade space.
– Describe the problems or opportunities underlying the gaps.
– Obtain agreement on the problem or opportunity descriptions.",49,4.1
38365EEA-7CAB-44D1-98FE-35EF6C85F577,Input/Output,Decision situation,"– Nominate major stakeholders (individuals or groups). Business owners nominate the major stakeholders who are to be involved in the acquisition, operation, support, and retirement of the solution.
– Define preliminary OpsCon. An OpsCon describes how the system works from the operator’s perspective. The preliminary OpsCon summarizes the needs, goals, and characteristics of the system’s user and operator community. The OpsCon also identifies the system context and system interfaces (i.e., the operational environment; see Elaboration for more detail).
– Define other preliminary life cycle concepts. The business owners identify preliminary life cycle concepts in so far as they may wish to scope any aspect of the acquisition, deployment, support, and retirement of the solution.
– Establish a comprehensive set of alternative solution classes.",271,Appendix E
EAF2376C-0184-4DDC-A05F-16CBD4D8C639,Input/Output,Decision report,"An account prepared for interested parties in order to communicate the status, results, and outcomes of the decision management activities. Should include a recommended course of action, an associated implementation plan, and key findings through effective trade space visualizations underpinned by defendable rationale grounded in analysis results that are repeatable and traceable. As decision makers seek to understand root causes of top‐ level observations and build their own understanding of the trade‐offs, the ability to rapidly drill down from top‐ level trade space visualizations into lower‐level analyses supporting the synthesized view is often beneficial.",271,Appendix E
C5A20FF3-3290-41F0-AA12-A3D1178FE448,Input/Output,Decision record,"Permanent, readable form of data, information, or knowledge related to decision management.",271,Appendix E
4DB8A8D8-772D-40D0-83EA-1A88573E9417,Input/Output,Decision management strategy,"Approaches, schedules, resources, and specific considerations required to perform decision management for a project.",271,Appendix E
4768A759-BEE7-4A15-B779-C1AA0027F367,Process,Human Resource Management,"The purpose of the Human Resource Management process is to provide the organization with necessary human resources and to maintain their competencies, consistent with business needs.",154,7.4
587BDA57-5AE6-452E-9DD4-AE3DFA8777CA,Input/Output,Customer satisfaction inputs,Responses to customer satisfaction surveys or other instruments.,271,Appendix E
91A99AEE-5A64-4299-9957-27366EE5C8D6,Input/Output,Configuration management strategy,"Approaches, schedules, resources, and specific considerations required to perform configuration management for a project. Describes and documents how to make authorized changes to established baselines in a uniform and controlled manner.",271,Appendix E
9CEAF234-D44D-4D7F-88D1-E4495926DB13,Input/Output,Configuration management report,"An account prepared for interested parties in order to communicate the status, results, and outcomes of the configuration management activities. Documents the impact to any process, organization, decision (including any required change notification), products, and services affected by a given change request.",271,Appendix E
91F42279-D18D-4EB2-9529-C210BAEBBC24,Input/Output,Configuration management record,"Permanent, readable form of data, information, or knowledge related to configuration management.",270,Appendix E
FAEDB312-86F4-4B2B-9E75-E6BD18CA30B0,Process,Quality Management,"The purpose of the Quality Management process is to assure that products, services and implementations of the quality management process meet organizational and project quality objectives and achieve customer satisfaction.",156,7.5
4900C890-BACF-4552-BD94-6FAFA156F40D,Input/Output,Configuration baselines,"Items placed under formal change control. The required configuration baseline documentation is developed and approved in a timely manner to support required systems engineering (SE) technical reviews, the system’s acquisition and support strategies, and production.",270,Appendix E
99F916EC-4710-41BB-8939-CF23AC680C27,Input/Output,Concept of operations (ConOps),"The ConOps is a verbal and/or graphic statement prepared for the organization’s leadership that describes the assumptions or intent regarding the overall operation or series of operations of the enterprise, to include any new capability (ANSI/ AIAA, 2012; ISO/IEC/IEEE 29148, 2011).",270,Appendix E
ACDF4914-ABE7-45F7-B1FF-343338E2F5A0,Activity,Characterize the solution space,"– Review identified gaps in the organization strategy with respect to desired organization goals or objectives.
– Analyze the gaps across the trade space.
– Describe the problems or opportunities underlying the gaps.
– Obtain agreement on the problem or opportunity descriptions.",49,4.1
AA25E972-A502-4AC5-A2F1-C0657B21C4C6,Input/Output,Candidate risks and opportunities,"– Nominate major stakeholders (individuals or groups). Business owners nominate the major stakeholders who are to be involved in the acquisition, operation, support, and retirement of the solution.
– Define preliminary OpsCon. An OpsCon describes how the system works from the operator’s perspective. The preliminary OpsCon summarizes the needs, goals, and characteristics of the system’s user and operator community. The OpsCon also identifies the system context and system interfaces (i.e., the operational environment; see Elaboration for more detail).
– Define other preliminary life cycle concepts. The business owners identify preliminary life cycle concepts in so far as they may wish to scope any aspect of the acquisition, deployment, support, and retirement of the solution.
– Establish a comprehensive set of alternative solution classes.",270,Appendix E
C4CBD8F9-8424-47DD-BBED-4E767243BBFF,Input/Output,Candidate information items,Items for information control. Can originate from any life cycle process.,270,Appendix E
7E6F2DC0-4B7E-41CB-AEE4-B7C28B49F6EC,Input/Output,Candidate configuration items (CIs),Items for configuration control. Can originate from any life cycle process.,270,Appendix E
DC6FF25A-25E9-4194-B764-CE275ABE102C,Input/Output,Business requirements traceability,Bidirectional traceability of the business requirements.,270,Appendix E
4BC52533-C56C-4B93-9291-6EEE82C0E948,Input/Output,Business requirements,"Definition of the business framework within which stakeholders will define their requirements. Business requirements govern the project, including agreement constraints, quality standards, and cost and schedule constraints. Business requirements may be captured in a Business Requirements Specification (BRS), which is approved by the business leadership Note: Business requirements may not always be formally captured in the system life cycle.",270,Appendix E
0D2B549E-E4A0-4D60-BCEE-AE119F4C075C,Input/Output,Business or mission analysis strategy,"Approaches, schedules, resources, and specific considerations required to conduct business or mission analysis and ensure business needs are elaborated and formalized into business requirements.",270,Appendix E
A3D98937-6FA2-4910-A8E2-5337B66B6ADA,Input/Output,Business or mission analysis record,"Permanent, readable form of data, information, or knowledge related to business or mission analysis.",270,Appendix E
C3EDFCCC-F220-42B9-915D-690BD7901913,Process,Knowledge Management,The purpose of the Knowledge Management process is to create the capability and assets that enable the organization to exploit opportunities to re-apply existing knowledge.,158,7.6
75CFF1CF-7A83-4B10-AA1F-B08F67CC010C,Input/Output,Architecture traceability,Bidirectional traceability of the architecture characteristics.,270,Appendix E
76E492EA-32AA-40DA-B43E-86EA4D06D446,Input/Output,Architecture definition strategy,"Approaches, schedules, resources, and specific considerations required to define the selected system architecture that satisfies the requirements.",270,Appendix E
A8332238-D8A1-4A30-88CD-107D627A1B46,Input/Output,Architecture definition record,"Permanent, readable form of data, information, or knowledge related to architecture definition.",270,Appendix E
82BD0E68-FE93-4735-BFDC-F995F462131F,Process,Tailoring,The purpose of the Tailoring process is to adapt the processes of [ISO/IEC/IEEE 15288] to satisfy particular circumstances or factors.,163,8.1
804B5034-3CA2-4F69-BAD5-79E93FEC3BCC,Input/Output,Applicable laws and regulations,"International, national, or local laws or regulations.",270,Appendix E
558A84FC-4C30-4FD5-8AE0-F9467FE9FE7D,Control,Applicable laws and regulations,,3,1.4
5D44A77D-100D-43A5-910D-DC293AAEDCE6,Input/Output,Analysis situations,"The context information for the analysis including life cycle stage, evaluation drivers, cost drivers, size drivers, team characteristics, project priorities, or other characterization information and parameters that are needed to understand analysis and represent the element being analyzed. Relevant information from the process that invokes the analysis. Any existing models related to the element being analyzed. Any data related to the element being analyzed, including historical, current, and projected data. Can originate from any life cycle process.",270,Appendix E
8299CF58-4A86-432A-801A-398893A29DF0,Input/Output,Alternative solution classes,Identifies and describes the classes of solutions that may address the problem or opportunity.,270,Appendix E
189230D2-669C-4EA6-9C89-C89D32FA8FF2,Control,Agreements,"Agreements from all applicable life cycle processes, including acquisition agreements and supply agreements.",270,Appendix E
C3097CA1-EDE1-4B55-81C6-E85231F8D242,Input/Output,Acquisition strategy,"Approaches, schedules, resources, and specific considerations required to acquire system elements. May also include inputs to determine acquisition constraints.",270,Appendix E
8911F52E-3717-4957-B189-A085D80C839C,Input/Output,Acquisition report,"An account prepared for interested parties in order to communicate the status, results, and outcomes of the acquisition activities.",269,Appendix E
F9370C7F-0128-45DD-B135-447918888F96,Input/Output,Acquisition reply,The responses of one or more candidate suppliers in response to a request for supply.,269,Appendix E
4884285F-7F35-493B-B8D4-74EDCD38ECBA,Input/Output,Acquisition record,"Permanent, readable form of data, information, or knowledge related to acquisition.",269,Appendix E
5DA62F90-E223-4431-9B8E-560BF060979D,Input/Output,Acquisition payment,Payments or other compensations for the acquired system. Includes remitting and acknowledgement.,269,Appendix E
CC426B9F-BF2D-46D4-8D61-6D35F6189DF4,Input/Output,Acquisition need,The identification of a need that cannot be met within the organization encountering the need or a need that can be met in a more economical way by a supplier.,269,Appendix E
9C1F4C0A-0ED7-4730-9A2A-A196E9DF9393,Input/Output,Acquisition agreement,An understanding of the relationship and commitments between the project organization and the supplier. The agreement can vary from formal contracts to less formal interorganizational work orders. Formal agreements typically include terms and conditions.,269,Appendix E
0A87B003-DD86-4278-BEE3-EA831E5ACB4E,Process,External,External inputs and outputs.,267,Appendix D
B088FC1F-7BA4-4BC2-BFAB-F399FF6C1C63,Input/Output,Acquired system,The system or system element (product or service) is delivered to the acquirer from a supplier consistent with the delivery conditions of the acquisition agreement.,255,Appendix E
6F6B867E-8FD6-4FBA-886F-A01F36EF0571,Input/Output,Accepted system or system element,System element or system is transferred from supplier to acquirer and the product or service is available to the project.,255,Appendix E
C5E97521-B396-434B-A75A-06413C8B95CB,Activity,Prepare for stakeholder needs and requirements definition,"– Determine the stakeholders or classes of stakeholders who will participate with systems engineering to develop and define the stakeholder needs and translate these into system requirements, phased throughout the entire life cycle. Capture these results in the ConOps.
– Determine the need for and requirements of any enabling systems, products, or services.",52,4.2
E29CDAD1-81D2-477D-A209-BAFB332BF257,Activity,Define stakeholder needs,"– Elicit stakeholder needs from the identified stakeholders.
– Prioritize the stakeholder needs to identify which to focus on.
– Specify the stakeholder needs.",52,4.2
297CEEDE-BFC5-463A-9E09-757EF8555C87,Activity,Develop the operational concept and other life cycle concepts,"– Identify the expected set of operational scenarios and associated capabilities, behaviors, and responses of the system or solution and environments across the life cycle (in acquisition, deployment, operations, support, and retirement). The scenarios are built to define the life cycle concept documents; the range of anticipated uses of system products; the intended operational environment and the systems’ impact on the environment; and interfacing systems, platforms, or products. Scenarios help identify 
requirements that might otherwise be overlooked. Social and organizational influences also emerge from using scenarios.
– Define the interactions of the system or solution with the users and the operating, support, and enabling environments.",52,4.2
DB2E8816-0357-4D49-AE7A-E5940CF79622,Activity,Transform stakeholder needs into stakeholder requirements,"– Identify constraints on the solution (imposed by agreements or interfaces with legacy or interoperating systems). The constraints need to be monitored for any interface changes (external or internal) that could alter the nature of the constraint.
– Specify health, safety, security, environment, assurance, and other stakeholder requirements and functions that relate to critical qualities.
– Specify stakeholder requirements, consistent with scenarios, interactions, constraints, and critical qualities.",52,4.2
4DBD0A02-8434-4AB3-8667-8A4716AF67D2,Activity,Analyze stakeholder requirements,"– Define validation criteria for stakeholder requirements. Stakeholder validation criteria include measures of effectiveness (MOEs) and measures of suitability (MOSs), which are the “operational” measures of success that are closely related to the achievement of the mission or operational objective being evaluated, in the intended operational environment under a specified set of conditions (i.e., how well the solution achieves the intended purpose). These measures reflect overall customer/user satisfaction (e.g., performance, safety, reliability, availability, maintainability, and workload requirements).
– Analyze the set of requirements for clarity, completeness, and consistency. Include review of the analyzed requirements to the applicable stakeholders to ensure the requirements reflect their needs and expectations.
– Negotiate modifications to resolve unrealizable or impractical requirements.",52,4.2
742A7BF4-4E82-4647-9BB9-D2E7211B23AB,Activity,Manage the stakeholder needs and requirements definition,"– Establish with stakeholders that their requirements are expressed correctly.
– Record stakeholder requirements in a form suitable for maintenance throughout the system life cycle (and beyond for historical or archival purposes).
– Establish and maintain through the life cycle a traceability of stakeholder needs and requirements (e.g., to the stakeholders, other sources, organizational strategy, and business or mission analysis results).
– Provide baseline information for configuration management.",52,4.2
14E3E3F0-8C17-4EB7-B1EA-8E63DE4BCBDF,Activity,Prepare for system requirements definition,"– Establish the approach for defining the system requirements. This includes system requirements methods, tools, and the need for and requirements of any enabling systems, products, or services.
– In conjunction with the architecture definition process, determine the system boundary, including the interfaces, that reflects the operational scenarios and expected system behaviors. This task includes identification of expected interactions of the system with systems external to the system (control) boundary as defined in negotiated interface control documents (ICDs).",57,4.3
